No,Name,Type,Race1,Race2,COST,Rare,MaxLv,HP,ATK
977,監視役スフィア,無,神,,25,6,99,3502,2007
978,ボーム,光,獣,魔物,20,5,35,691,813
979,道化者ボーム,光,獣,魔物,35,6,99,2455,2440
980,一夏,無,人間,,10,4,35,1426,1121
981,一夏：白式,無,人間,機械,20,5,99,2140,1962
982,箒,炎,人間,,20,,,1993,1384
983,箒：紅椿,炎,人間,機械,30,,,2990,2423
984,セシリア,水,人間,,10,4,35,1753,840
985,セシリア：ＢＴ,水,人間,機械,20,5,99,2630,1471
986,鈴音,風,人間,,10,4,35,1607,965
987,鈴音：甲龍,風,人間,機械,20,5,99,2411,1690
988,シャルロット,光,人間,,20,5,35,2336,1249
989,シャルロット：ＲＲＣ�,光,人間,機械,30,6,99,3504,2186
990,ラウラ,闇,人間,,20,5,35,2169,1301
991,ラウラ：ＳＲ,闇,人間,機械,30,6,99,3254,2278
992,更識楯無,水,人間,,10,4,35,1474,1080
993,更識楯無：ＭＬ,水,人間,機械,20,5,99,2211,1891
994,更識簪,無,人間,機械,10,4,35,1841,753
995,更識簪：打鉄弐式,無,人間,,20,5,99,2762,1319
996,シルバリオ・ゴスペル,無,機械,,30,6,99,2156,2743
997,黒騎士,闇,機械,,30,6,99,3002,1899
998,箒ぼん,炎,強化合成用,,7,3,30,900,350
999,セシリアぼん,水,強化合成用,,7,3,30,900,350
1000,鈴音ぼん,風,強化合成用,,7,3,30,900,350
1001,シャルロットぼん,光,強化合成用,,7,3,30,900,350
1002,ラウラぼん,闇,強化合成用,,7,3,30,900,350
1003,一夏ぼん,無,強化合成用,,7,3,30,900,350
1004,悪戯神ロキ,無,神,,70,7,99,3804,2222
1005,虹の聖石,無,神,,30,6,10,2290,1084
1006,アプスタガール（仮）,無,人間,,5,6,30,800,312
1007,エビル☆ディバイン,闇,人間,,37,4,99,1102,182
1008,アマイモン,無,獣,,40,5,50,1412,1157
1009,北魔王アマイモン,無,獣,,50,6,99,2840,2975
1010,クロウリー,光,人間,,30,5,50,1790,1187
1011,教祖クロウリー,光,人間,,40,6,99,3850,2850
1012,ライル≒ランスロット,水,人間,,35,7,99,3950,2333
1013,聖叛者サンタクローズ,無,妖精,,50,7,99,3100,2750
1014,アイン,炎,人間,,20,5,35,1131,1854
1015,アイン：W09,炎,人間,,25,6,99,2886,3246
1016,ツヴァイ,水,人間,,20,5,35,1165,1894
1017,ツヴァイ：X04,水,人間,,25,6,99,2971,3315
1018,ドライ,風,人間,,20,5,35,1186,1830
1019,ドライ：A06,風,人間,,25,6,99,3026,3203
1020,フィア,光,人間,,20,5,35,1093,1931
1021,フィア：E03,光,人間,,25,6,99,2789,3380
1022,フュンフ,闇,人間,,20,5,35,1147,1853
1023,フュンフ：L08,闇,人間,,25,6,99,2925,3244
1024,ゼクス,無,人間,,20,5,35,1176,1809
1025,ゼクス：M07,無,人間,,25,6,99,3001,3166
1026,炎の大聖石,炎,神,,20,7,20,1625,1269
1027,水の大聖石,水,神,,20,7,20,1625,1269
1028,風の大聖石,風,神,,20,7,20,1625,1269
1029,光の大聖石,光,神,,20,7,20,1625,1269
1030,闇の大聖石,闇,神,,20,7,20,1625,1269
1031,無の大聖石,無,神,,20,7,20,1625,1269
1032,虹の大聖石,無,神,,20,7,20,2882,1669
1033,衛宮士郎,無,人間,,10,4,35,1698,896
1034,半人前の魔術師：衛宮士郎,無,人間,,20,5,99,2547,1568
1035,セイバー,光,神,,20,5,35,2080,1722
1036,剣士の英霊：セイバー,光,神,,30,6,99,3121,3014
1037,遠坂凛,炎,人間,,15,5,35,1923,1344
1038,魔術師：遠坂凛,炎,人間,,25,6,99,2885,2352
1039,アーチャー,炎,神,,15,5,35,1568,1663
1040,弓兵の英霊：アーチャー,炎,神,,25,6,99,2352,2911
1041,イリヤスフィール,水,人間,,10,4,35,1366,1220
1042,狂戦士のマスター：イリヤ,水,人間,,20,5,99,2049,2135
1043,バーサーカー,風,神,,10,4,35,2070,873
1044,狂戦士の英霊：バーサーカー,風,神,,20,5,99,3106,1529
1045,間桐桜,水,人間,,10,4,35,1527,882
1046,世話好きの後輩：間桐桜,水,人間,,20,5,99,2291,1545
1047,ライダー,闇,神,,10,4,35,1806,906
1048,騎兵の英霊：ライダー,闇,神,,20,5,99,2709,1586
1049,魔術師の英霊：キャスター,闇,神,,30,6,99,2657,1724
1050,槍兵の英霊：ランサー,水,神,,5,6,30,2229,2059
1051,暗殺者の英霊：アサシン,無,神,,30,6,99,1805,3017
1052,アーチャーぼん,炎,強化合成用,,7,3,30,900,350
1053,ランサーぼん,水,強化合成用,,7,3,30,900,350
1054,バーサーカーぼん,風,強化合成用,,7,3,30,900,350
1055,セイバーぼん,光,強化合成用,,7,3,30,900,350
1056,ライダーぼん,闇,強化合成用,,7,3,30,900,350
1057,アサシンぼん,無,強化合成用,,7,3,30,900,350
1058,聖王アーサー：セイバー,光,人間,,50,6,99,2429,3088
1059,ビアンカ,無,魔物,,20,5,50,1221,1221
1060,裁断者ビアンカ,無,魔物,,35,6,99,2442,2442
1061,ネクロス,闇,人間,神,40,5,50,1064,984
1062,死医者ネクロス,闇,人間,神,50,6,99,2715,2511
1063,ダンテ,炎,神,,30,5,50,1867,1328
1064,炎聖人ダンテ,炎,神,,40,6,99,3734,3187
1065,アオト：晴着,水,人間,,30,6,99,2092,2092
1066,［焔将］ナタル,炎,人間,神,10,4,35,1017,585
1067,［火焔将］ナタル,炎,人間,神,20,5,99,2594,1493
1068,［悪食王］クトゥール,水,魔物,,25,5,35,1265,1046
1069,［邪王］クトゥール,水,魔物,,30,6,99,3228,2669
1070,［森王］キコリ,風,妖精,,10,4,35,1120,485
1071,［森守王］キコリ,風,妖精,,20,5,99,2856,1238
1072,［鉄王］宝条まゆ,光,機械,,20,5,35,887,1194
1073,［覇王］宝条まゆ,光,機械,,25,6,99,2262,3046
1074,［処刑王］クロノ,闇,人間,獣,10,4,35,923,673
1075,［帝王］クロノ,闇,人間,獣,20,5,99,2355,1718
1076,［業王］カルマ,闇,人間,,10,4,35,1039,573
1077,［憐王］カルマ,闇,人間,,20,5,99,2651,1463
1078,［竜神］デウス,無,神,,20,5,35,948,1128
1079,［龍神］デウス,無,神,,25,6,99,2419,2878
1080,［救世王］アルトリウス,光,人間,,35,6,99,2439,2048
1081,［饗王］イザナギ,炎,神,獣,35,6,99,2542,2511
1082,炎のドラ助,炎,竜,,7,3,30,900,350
1083,水のドラ助,水,竜,,7,3,30,900,350
1084,風のドラ助,風,竜,,7,3,30,900,350
1085,光のドラ助,光,竜,,7,3,30,900,350
1086,闇のドラ助,闇,竜,,7,3,30,900,350
1087,無のドラ助,無,竜,,7,3,30,900,350
1088,空,無,人間,,10,4,35,1032,579
1089,国王：空,無,人間,,20,5,99,2634,1477
1090,白,無,人間,,25,5,35,1102,1191
1091,国王：白,無,人間,,30,6,99,2811,3038
1092,ステファニー・ドーラ,水,人間,,10,4,35,1058,527
1093,憂国の姫ステフ,水,人間,,20,5,99,2699,1344
1094,ジブリール,光,魔物,,20,5,35,1156,941
1095,殺戮天使ジブリール,光,魔物,,25,6,99,2948,2402
1096,クラミー・ツェル,闇,人間,,10,4,35,758,919
1097,共闘者クラミー,闇,人間,,20,5,99,1933,2344
1098,フィール・ニルヴァレン,風,妖精,,10,4,35,898,733
1099,六重術者フィール,風,妖精,,20,5,99,2291,1871
1100,初瀬いづな,炎,獣,,20,5,35,916,1205
1101,血壊個体いづな,炎,獣,,25,6,99,2338,3075
1102,唯一神テト,無,神,,35,6,99,2651,2896
1103,しろたん,無,人間,,7,3,30,900,350
1104,すてふたん,水,人間,,7,3,30,900,350
1105,じぶたん,光,魔物,,7,3,30,900,350
1106,くらみたん,闇,人間,,7,3,30,900,350
1107,ふぃーたん,風,妖精,,7,3,30,900,350
1108,いづなたん,炎,獣,,7,3,30,900,350
1109,ヨトゥン,水,機械,,40,5,50,1600,500
1110,水機兵ヨトゥン,水,機械,,50,6,99,4001,1201
1111,イージス,風,機械,人間,30,5,50,1410,1368
1112,風聖人イージス,風,機械,人間,40,6,99,3525,3284
1113,メビウス：雪ミク／初音ミク,無,魔物,,20,6,99,1240,1134
1114,雪まつりの歌姫：雪ミク,水,機械,,30,6,99,3939,1839
1115,レオラ＝ベディヴィア,炎,人間,,35,7,99,3676,2620
1116,カイザーフレアエッグ,炎,強化合成用,,1,6,1,999,66
1117,カイザーアクアエッグ,水,強化合成用,,1,6,1,999,66
1118,カイザーウィンドエッグ,風,強化合成用,,1,6,1,999,66
1119,カイザーゴールドエッグ,光,強化合成用,,1,6,1,999,66
1120,カイザーダークエッグ,闇,強化合成用,,1,6,1,999,66
1121,カイザーメタルエッグ,無,強化合成用,,1,6,1,999,66
1122,堕風才ラプラス,風,妖精,,35,7,99,3075,3223
1123,聖光才カルネアデス,光,魔物,,35,7,99,4022,2280
1124,千葉エリカ,炎,人間,,10,4,35,1192,1538
1125,百家本流千葉の剣士：エリカ,炎,人間,,20,5,99,1789,2692
1126,司波深雪,水,人間,,20,5,35,2236,1441
1127,魔法科高校の優等生：深雪,水,人間,,30,6,99,3355,2523
1128,七草真由美,風,人間,,15,5,35,1789,1449
1129,十師族七草家：真由美,風,人間,,25,6,99,2684,2537
1130,光井ほのか,光,人間,,10,4,35,1540,1157
1131,光波振動魔法の血統：ほのか,光,人間,,20,5,99,2311,2026
1132,司波達也,闇,人間,,20,5,35,1932,1565
1133,魔法科高校の劣等生：達也,闇,人間,,30,6,99,2899,2740
1134,北山雫,無,人間,,10,4,35,1509,1217
1135,Ａランク魔法師の血統：雫,無,人間,,20,5,99,2264,2130
1136,柴田美月,風,人間,,10,4,35,1837,940
1137,クラスメイト：美月,風,人間,,20,5,99,2756,1646
1138,壬生紗耶香,光,人間,,10,4,35,1384,1330
1139,剣道小町：紗耶香,光,人間,,20,5,99,2077,2329
1140,一校の三巨頭：渡辺摩利,水,人間,,35,6,99,2986,1861
1141,ピクシー：タイプ炎,炎,機械,,7,3,30,900,350
1142,ピクシー：タイプ水,水,機械,,7,3,30,900,350
1143,ピクシー：タイプ風,風,機械,,7,3,30,900,350
1144,ピクシー：タイプ光,光,機械,,7,3,30,900,350
1145,ピクシー：タイプ闇,闇,機械,,7,3,30,900,350
1146,ピクシー：タイプ無,無,機械,,7,3,30,900,350
1147,サニィ,炎,妖精,,20,5,35,1275,1347
1148,晴術師サニィ,炎,妖精,,25,6,99,3253,2358
1149,レイニィ,水,妖精,,20,5,35,1335,1201
1150,雨術師レイニィ,水,妖精,,25,6,99,3405,2103
1151,ウィンディ,風,妖精,,20,5,35,1430,1091
1152,風術師ウィンディ,風,妖精,,25,6,99,3649,1910
1153,シャイニィ,光,妖精,,25,5,35,1265,1429
1154,眩術師シャイニィ,光,妖精,,30,6,99,3227,2501
1155,クラウディ,闇,妖精,,20,5,35,1449,1162
1156,曇術師クラウディ,闇,妖精,,25,6,99,3695,2034
1157,スノウィ,無,妖精,,20,5,35,1256,1348
1158,雪術師スノウィ,無,妖精,,25,6,99,3203,2360
1159,イヴァン,光,竜,,40,5,50,1265,1070
1160,雷帝竜イヴァン,光,竜,,50,6,99,2531,2751
1161,ヨハン,水,魔物,,30,5,50,1472,1219
1162,水聖人ヨハン,水,魔物,,40,6,99,3680,2926
1163,フェルノ,炎,人間,竜,15,5,40,1318,950
1164,偽炎竜フェルノ,炎,竜,,20,6,99,2307,1664
